Date,Tmax_F,Tmean_F,Tmin_F,Precip_in,Snowfall_in,SnowDepth_in,CoolingDD_65F,HeatingDD_65F,GrowingDD_50F
3/19/1995,44,35.5,27,0,0,31,0,29,0
3/20/1995,M,M,26,0,0,31,M,M,M
3/21/1995,36,31.5,27,0,0,31,0,33,0
3/22/1995,38,32.5,27,0,0,31,0,32,0
3/23/1995,33,26,19,0.04,3,30,0,39,0
3/24/1995,24,18.5,13,0,0,30,0,46,0
3/25/1995,28,22,16,0.25,4,34,0,43,0
3/26/1995,34,M,M,0.25,3,38,M,M,M
3/27/1995,36,30.5,25,0,0,35,0,34,0
3/28/1995,41,36.5,32,0.26,0,35,0,28,0
3/29/1995,44,38.5,33,0.05,0,34,0,26,0
3/30/1995,43,37.5,32,0,0,34,0,27,0
3/31/1995,48,41.5,35,0.2,0,33,0,23,0
4/1/1995,M,M,M,M,M,M,M,M,M
4/2/1995,M,M,M,M,M,M,M,M,M
4/3/1995,M,M,M,M,M,M,M,M,M
4/4/1995,M,M,M,M,M,M,M,M,M
4/5/1995,M,M,M,M,M,M,M,M,M
4/6/1995,M,M,M,M,M,M,M,M,M
4/7/1995,M,M,M,M,M,M,M,M,M
4/8/1995,M,M,M,M,M,M,M,M,M
4/9/1995,M,M,M,M,M,M,M,M,M
4/10/1995,M,M,M,M,M,M,M,M,M
4/11/1995,M,M,M,M,M,M,M,M,M
4/12/1995,M,M,M,M,M,M,M,M,M
4/13/1995,M,M,M,M,M,M,M,M,M
4/14/1995,M,M,M,M,M,M,M,M,M
4/15/1995,M,M,M,M,M,M,M,M,M
4/16/1995,M,M,M,M,M,M,M,M,M
4/17/1995,M,M,M,M,M,M,M,M,M
4/18/1995,M,M,M,M,M,M,M,M,M
4/19/1995,M,M,M,M,M,M,M,M,M
4/20/1995,M,M,M,M,M,M,M,M,M
4/21/1995,M,M,M,M,M,M,M,M,M
4/22/1995,M,M,M,M,M,M,M,M,M
4/23/1995,M,M,M,M,M,M,M,M,M
4/24/1995,M,M,M,M,M,M,M,M,M
4/25/1995,M,M,M,M,M,M,M,M,M
4/26/1995,M,M,M,M,M,M,M,M,M
4/27/1995,M,M,M,M,M,M,M,M,M
4/28/1995,M,M,M,M,M,M,M,M,M
4/29/1995,M,M,M,M,M,M,M,M,M
4/30/1995,M,M,M,M,M,M,M,M,M
5/1/1995,65,49.5,34,0,0,M,0,15,0
5/2/1995,63,51,39,0,0,0,0,14,1
5/3/1995,63,50.5,38,0,0,0,0,14,1
5/4/1995,60,50,40,0,0,0,0,15,0
5/5/1995,59,50,41,0,0,0,0,15,0
5/6/1995,52,44,36,0,0,0,0,21,0
5/7/1995,69,52.5,36,0,0,0,0,12,3
5/8/1995,66,53,40,0,0,0,0,12,3
5/9/1995,M,M,M,0,0,0,M,M,M
5/10/1995,M,M,M,0,0,0,M,M,M
5/11/1995,M,M,M,0,0,0,M,M,M
5/12/1995,68,54,40,0,0,0,0,11,4
5/13/1995,63,52.5,42,0,0,0,0,12,3
5/14/1995,57,49.5,42,0.2,0,0,0,15,0
5/15/1995,53,47,41,0,0,0,0,18,0
5/16/1995,51,45.5,40,0.02,0,0,0,19,0
5/17/1995,55,46.5,38,0,0,0,0,18,0
5/18/1995,55,47,39,0.01,0,0,0,18,0
5/19/1995,53,45,37,0,0,0,0,20,0
5/20/1995,58,46,34,0,0,0,0,19,0
5/21/1995,M,M,M,0,0,0,M,M,M
5/22/1995,62,48,34,0,0,0,0,17,0
5/23/1995,53,48,43,0,0,0,0,17,0
5/24/1995,64,51,38,0,0,0,0,14,1
5/25/1995,66,54.5,43,0,0,0,0,10,5
5/26/1995,64,55,46,0.15,0,0,0,10,5
5/27/1995,M,M,M,S,0,0,M,M,M
5/28/1995,M,M,M,M,0,0,M,M,M
5/29/1995,58,49.5,41,0.60A,0,0,0,15,0
5/30/1995,52,46.5,41,0.3,0,0,0,18,0
5/31/1995,50,46,42,0.13,0,0,0,19,0
6/1/1995,59,50.5,42,0.06,0,0,0,14,1
6/2/1995,56,48.5,41,0.09,0,0,0,16,0
6/3/1995,49,45.5,42,0.05,0,0,0,19,0
6/4/1995,63,52.5,42,0,0,0,0,12,3
6/5/1995,66,56,46,0.03,0,0,0,9,6
6/6/1995,58,51.5,45,0.05,0,0,0,13,2
6/7/1995,M,M,M,0,0,0,M,M,M
6/8/1995,63,54,45,0,0,0,0,11,4
6/9/1995,74,60,46,0,0,0,0,5,10
6/10/1995,72,61,50,0,0,0,0,4,11
6/11/1995,M,M,M,S,0,0,M,M,M
6/12/1995,68,55,42,0.02A,0,0,0,10,5
6/13/1995,54,50,46,0.4,0,0,0,15,0
6/14/1995,54,49.5,45,0,0,0,0,15,0
6/15/1995,54,48.5,43,0,0,0,0,16,0
6/16/1995,52,48,44,0,0,0,0,17,0
6/17/1995,60,51.5,43,0.03,0,0,0,13,2
6/18/1995,71,55.5,40,0,0,0,0,9,6
6/19/1995,58,52,46,0,0,0,0,13,2
6/20/1995,66,54.5,43,0,0,0,0,10,5
6/21/1995,66,53.5,41,0,0,0,0,11,4
6/22/1995,65,57,49,0.09,0,0,0,8,7
6/23/1995,65,56,47,0,0,0,0,9,6
6/24/1995,65,54,43,0.56,0,0,0,11,4
6/25/1995,57,49.5,42,0.07,0,0,0,15,0
6/26/1995,60,53,46,0,0,0,0,12,3
6/27/1995,58,49.5,41,0,0,0,0,15,0
6/28/1995,66,55.5,45,0,0,0,0,9,6
6/29/1995,65,55,45,0,0,0,0,10,5
6/30/1995,66,55,44,0,0,0,0,10,5
7/1/1995,66,54.5,43,0.01,0,0,0,10,5
7/2/1995,62,55,48,0,0,0,0,10,5
7/3/1995,58,53,48,0.05,0,0,0,12,3
7/4/1995,69,57.5,46,0,0,0,0,7,8
7/5/1995,70,58,46,0,0,0,0,7,8
7/6/1995,60,54,48,0,0,0,0,11,4
7/7/1995,M,M,M,0,0,0,M,M,M
7/8/1995,69,58.5,48,0,0,0,0,6,9
7/9/1995,68,56,44,0,0,0,0,9,6
7/10/1995,71,59,47,0,0,0,0,6,9
7/11/1995,M,M,M,S,0,0,M,M,M
7/12/1995,M,M,M,M,0,0,M,M,M
7/13/1995,M,M,M,M,0,0,M,M,M
7/14/1995,M,M,M,M,0,0,M,M,M
7/15/1995,M,M,M,M,0,0,M,M,M
7/16/1995,M,M,M,M,0,0,M,M,M
7/17/1995,M,M,M,M,0,0,M,M,M
7/18/1995,M,M,M,M,0,0,M,M,M
7/19/1995,M,M,M,M,0,0,M,M,M
7/20/1995,M,M,M,M,0,0,M,M,M
7/21/1995,M,M,M,M,0,0,M,M,M
7/22/1995,68,57,46,0.81A,0,0,0,8,7
7/23/1995,65,56,47,0,0,0,0,9,6
7/24/1995,62,55.5,49,0.13,0,0,0,9,6
7/25/1995,56,53,50,0.7,0,0,0,12,3
7/26/1995,62,53,44,0.04,0,0,0,12,3
7/27/1995,64,55,46,0.1,0,0,0,10,5
7/28/1995,64,55,46,0,0,0,0,10,5
7/29/1995,64,54.5,45,0.04,0,0,0,10,5
7/30/1995,64,55.5,47,0.62,0,0,0,9,6
7/31/1995,60,54,48,0.08,0,0,0,11,4
8/1/1995,60,53,46,0,0,0,0,12,3
8/2/1995,58,52.5,47,0.03,0,0,0,12,3
8/3/1995,60,53.5,47,1.1,0,0,0,11,4
8/4/1995,53,50.5,48,0.65,0,0,0,14,1
8/5/1995,57,52.5,48,0.52,0,0,0,12,3
8/6/1995,58,52.5,47,0.17,0,0,0,12,3
8/7/1995,65,54,43,0,0,0,0,11,4
8/8/1995,65,54,43,0,0,0,0,11,4
8/9/1995,62,52.5,43,0,0,0,0,12,3
8/10/1995,68,56.5,45,0,0,0,0,8,7
8/11/1995,M,M,M,S,0,0,M,M,M
8/12/1995,M,M,M,M,0,0,M,M,M
8/13/1995,M,M,M,M,0,0,M,M,M
8/14/1995,65,55.5,46,1.62A,0,0,0,9,6
8/15/1995,57,51.5,46,0.39,0,0,0,13,2
8/16/1995,60,53,46,0,0,0,0,12,3
8/17/1995,M,M,M,0,0,0,M,M,M
8/18/1995,M,M,M,0,0,0,M,M,M
8/19/1995,65,54.5,44,0,0,0,0,10,5
8/20/1995,66,54.5,43,0,0,0,0,10,5
8/21/1995,67,55,43,0,0,0,0,10,5
8/22/1995,60,53,46,0,0,0,0,12,3
8/23/1995,68,57.5,47,0,0,0,0,7,8
8/24/1995,61,M,M,0,0,0,M,M,M
8/25/1995,M,M,M,0,0,0,M,M,M
8/26/1995,61,53,45,0,0,0,0,12,3
8/27/1995,63,53.5,44,0,0,0,0,11,4
8/28/1995,63,55.5,48,0.18,0,0,0,9,6
8/29/1995,59,49,39,0,0,0,0,16,0
8/30/1995,62,52,42,0,0,0,0,13,2
8/31/1995,M,M,M,0,0,0,M,M,M
9/1/1995,M,M,M,S,0,0,M,M,M
9/2/1995,M,M,M,M,0,0,M,M,M
9/3/1995,M,M,M,M,0,0,M,M,M
9/4/1995,M,M,M,M,0,0,M,M,M
9/5/1995,M,M,M,M,0,0,M,M,M
9/6/1995,62,50,38,1.00A,0,0,0,15,0
9/7/1995,M,M,M,S,0,0,M,M,M
9/8/1995,65,54.5,44,0.90A,0,0,0,10,5
9/9/1995,59,54,49,0.6,0,0,0,11,4
9/10/1995,56,52,48,0.92,0,0,0,13,2
9/11/1995,M,M,M,S,0,0,M,M,M
9/12/1995,58,53,48,1.76A,0,0,0,12,3
9/13/1995,58,52.5,47,0.09,0,0,0,12,3
9/14/1995,M,M,M,0,0,0,M,M,M
9/15/1995,61,50,39,0,0,0,0,15,0
9/16/1995,61,50.5,40,0,0,0,0,14,1
9/17/1995,60,50,40,0,0,0,0,15,0
9/18/1995,65,56,47,0,0,0,0,9,6
9/19/1995,55,51,47,1.3,0,0,0,14,1
9/20/1995,60,51.5,43,0,0,0,0,13,2
9/21/1995,M,M,M,S,0,0,M,M,M
9/22/1995,58,52,46,0.33A,0,0,0,13,2
9/23/1995,60,52.5,45,0,0,0,0,12,3
9/24/1995,60,51.5,43,0,0,0,0,13,2
9/25/1995,61,51,41,0,0,0,0,14,1
9/26/1995,57,49.5,42,0,0,0,0,15,0
9/27/1995,56,49.5,43,0,0,0,0,15,0
9/28/1995,58,47.5,37,0,0,0,0,17,0
9/29/1995,M,M,46,0.14,0,0,M,M,M
9/30/1995,53,46.5,40,0.31,0,0,0,18,0
10/1/1995,53,M,M,0.2,0,0,M,M,M
10/2/1995,49,45,41,0.62,0,0,0,20,0
10/3/1995,51,46,41,S,0,0,0,19,0
10/4/1995,52,M,M,1.02A,0,0,M,M,M
10/5/1995,48,45,42,0.27,0,0,0,20,0
10/6/1995,M,M,M,S,0,0,M,M,M
10/7/1995,M,M,M,M,0,0,M,M,M
10/8/1995,M,M,M,M,0,0,M,M,M
10/9/1995,51,46,41,1.73A,0,0,0,19,0
10/10/1995,M,M,M,S,0,0,M,M,M
10/11/1995,M,M,M,M,0,0,M,M,M
10/12/1995,M,M,M,M,0,0,M,M,M
10/13/1995,M,M,M,M,0,0,M,M,M
10/14/1995,M,M,M,M,0,0,M,M,M
10/15/1995,M,M,M,M,0,0,M,M,M
10/16/1995,M,M,M,M,0,0,M,M,M
10/17/1995,M,M,M,M,0,0,M,M,M
10/18/1995,M,M,M,M,0,0,M,M,M
10/19/1995,M,M,M,M,0,0,M,M,M
10/20/1995,M,M,M,2.90A,0,0,M,M,M
10/21/1995,M,M,M,S,0,0,M,M,M
10/22/1995,M,M,M,M,0,0,M,M,M
10/23/1995,M,M,M,M,0,0,M,M,M
10/24/1995,M,M,M,M,0,0,M,M,M
10/25/1995,M,M,M,M,0,0,M,M,M
10/26/1995,48,39.5,31,1.40A,0,0,0,25,0
10/27/1995,43,38,33,0.07,0,0,0,27,0
10/28/1995,M,M,M,S,0,0,M,M,M
10/29/1995,42,37,32,0.13A,0,0,0,28,0
10/30/1995,41,35,29,0,0,0,0,30,0
10/31/1995,38,33,28,0,0,0,0,32,0
11/1/1995,M,M,M,M,M,M,M,M,M
11/2/1995,M,M,M,M,M,M,M,M,M
11/3/1995,M,M,M,M,M,M,M,M,M
11/4/1995,M,M,M,M,M,M,M,M,M
11/5/1995,M,M,M,M,M,M,M,M,M
11/6/1995,M,M,M,M,M,M,M,M,M
11/7/1995,M,M,M,M,M,M,M,M,M
11/8/1995,M,M,M,M,M,M,M,M,M
11/9/1995,M,M,M,M,M,M,M,M,M
11/10/1995,M,M,M,M,M,M,M,M,M
11/11/1995,M,M,M,M,M,M,M,M,M
11/12/1995,M,M,M,M,M,M,M,M,M
11/13/1995,M,M,M,M,M,M,M,M,M
11/14/1995,M,M,M,M,M,M,M,M,M
11/15/1995,M,M,M,M,M,M,M,M,M
11/16/1995,M,M,M,M,M,M,M,M,M
11/17/1995,M,M,M,M,M,M,M,M,M
11/18/1995,M,M,M,M,M,M,M,M,M
11/19/1995,M,M,M,M,M,M,M,M,M
11/20/1995,M,M,M,M,M,M,M,M,M
11/21/1995,M,M,M,M,M,M,M,M,M
11/22/1995,M,M,M,M,M,M,M,M,M
11/23/1995,M,M,M,M,M,M,M,M,M
11/24/1995,M,M,M,M,M,M,M,M,M
11/25/1995,M,M,M,M,M,M,M,M,M
11/26/1995,M,M,M,M,M,M,M,M,M
11/27/1995,M,M,M,M,M,M,M,M,M
11/28/1995,M,M,M,M,M,M,M,M,M
11/29/1995,M,M,M,M,M,M,M,M,M
11/30/1995,M,M,M,M,M,M,M,M,M
12/1/1995,30,22.5,15,M,T,T,0,42,0
12/2/1995,20,16,12,M,T,T,0,49,0
12/3/1995,18,11.5,5,0,0,0,0,53,0
12/4/1995,17,10,3,0,0,0,0,55,0
12/5/1995,11,9.5,8,M,15,15,0,55,0
12/6/1995,12,4.5,-3,0,0,15,0,60,0
12/7/1995,8,M,M,0,0,14,M,M,M
12/8/1995,10,4.5,-1,0,0,12,0,60,0
12/9/1995,18,10.5,3,0,0,10,0,54,0
12/10/1995,29,19,9,0,0,9,0,46,0
12/11/1995,29,25.5,22,0.08,2,10,0,39,0
12/12/1995,29,26,23,0.1,3,13,0,39,0
12/13/1995,31,25.5,20,0,0,12,0,39,0
12/14/1995,31,27,23,0.17,4,16,0,38,0
12/15/1995,33,29.5,26,0.06,0.5,15,0,35,0
12/16/1995,32,29,26,0.03,1,14,0,36,0
12/17/1995,33,30,27,0.4,3,17,0,35,0
12/18/1995,34,31.5,29,0.05,0,15,0,33,0
12/19/1995,36,33,30,S,0,12,0,32,0
12/20/1995,36,M,M,0.28A,0,10,M,M,M
12/21/1995,38,34.5,31,0.18,0,9,0,30,0
12/22/1995,39,35.5,32,0,0,8,0,29,0
12/23/1995,38,35.5,33,0.25,0,7,0,29,0
12/24/1995,M,M,M,S,0,M,M,M,M
12/25/1995,M,M,M,M,0,M,M,M,M
12/26/1995,42,37.5,33,1.39A,0,4,0,27,0
12/27/1995,41,37.5,34,0.2,0,3,0,27,0
12/28/1995,40,37,34,0.11,0,3,0,28,0
12/29/1995,40,37.5,35,0.36,0,2,0,27,0
12/30/1995,40,37,34,0.44,0,1,0,28,0
12/31/1995,40,37,34,0.17,0,M,0,28,0
1/1/1996,40,36.5,33,0.17,0,0,0,28,0
1/2/1996,38,33,28,0,0,0,0,32,0
1/3/1996,33,29,25,0,0,0,0,36,0
1/4/1996,32,26,20,0,0,0,0,39,0
1/5/1996,28,24,20,0,0,0,0,41,0
1/6/1996,33,29.5,26,0.32,4,4,0,35,0
1/7/1996,36,31.5,27,0.68,2,8,0,33,0
1/8/1996,35,32.5,30,0.83,1,8,0,32,0
1/9/1996,M,M,30,0.26,1,8,M,M,M
1/10/1996,34,32,30,0.46,5,13,0,33,0
1/11/1996,34,28,22,0.31,5,17,0,37,0
1/12/1996,27,19.5,12,M,3,17,0,45,0
1/13/1996,18,10.5,3,0,0,16,0,54,0
1/14/1996,17,9.5,2,0,0,16,0,55,0
1/15/1996,24,16,8,0,0,15,0,49,0
1/16/1996,22,16.5,11,0,0,15,0,48,0
1/17/1996,18,12.5,7,0,0,15,0,52,0
1/18/1996,16,11,6,0,0,14,0,54,0
1/19/1996,14,9.5,5,0,0,13,0,55,0
1/20/1996,14,9.5,5,0,0,13,0,55,0
1/21/1996,17,11,5,0,0,13,0,54,0
1/22/1996,21,16,11,0,0,13,0,49,0
1/23/1996,26,19,12,0,0,13,0,46,0
1/24/1996,24,18,12,0,0,13,0,47,0
1/25/1996,23,15.5,8,0,0,13,0,49,0
1/26/1996,12,9,6,0,0,13,0,56,0
1/27/1996,16,11,6,0,0,13,0,54,0
1/28/1996,14,8.5,3,0,0,13,0,56,0
1/29/1996,15,9.5,4,0,0,13,0,55,0
1/30/1996,18,13.5,9,0,0,13,0,51,0
1/31/1996,21,15.5,10,0,0,13,0,49,0
2/1/1996,M,M,M,M,M,M,M,M,M
2/2/1996,M,M,M,M,M,M,M,M,M
2/3/1996,M,M,M,M,M,M,M,M,M
2/4/1996,M,M,M,M,M,M,M,M,M
2/5/1996,M,M,M,M,M,M,M,M,M
2/6/1996,M,M,M,M,M,M,M,M,M
2/7/1996,M,M,M,M,M,M,M,M,M
2/8/1996,M,M,M,M,M,M,M,M,M
2/9/1996,M,M,M,M,M,M,M,M,M
2/10/1996,M,M,M,M,M,M,M,M,M
2/11/1996,M,M,M,M,M,M,M,M,M
2/12/1996,M,M,M,M,M,M,M,M,M
2/13/1996,M,M,M,M,M,M,M,M,M
2/14/1996,M,M,M,M,M,M,M,M,M
2/15/1996,M,M,M,M,M,M,M,M,M
2/16/1996,M,M,M,M,M,M,M,M,M
2/17/1996,M,M,M,M,M,M,M,M,M
2/18/1996,M,M,M,M,M,M,M,M,M
2/19/1996,M,M,M,M,M,M,M,M,M
2/20/1996,M,M,M,M,M,M,M,M,M
2/21/1996,M,M,M,M,M,M,M,M,M
2/22/1996,M,M,M,M,M,M,M,M,M
2/23/1996,M,M,M,M,M,M,M,M,M
2/24/1996,M,M,M,M,M,M,M,M,M
2/25/1996,M,M,M,M,M,M,M,M,M
2/26/1996,M,M,M,M,M,M,M,M,M
2/27/1996,M,M,M,M,M,M,M,M,M
2/28/1996,M,M,M,M,M,M,M,M,M
2/29/1996,M,M,M,M,M,M,M,M,M
3/1/1996,M,M,M,M,M,M,M,M,M
3/2/1996,M,M,M,M,M,M,M,M,M
3/3/1996,M,M,M,M,M,M,M,M,M
3/4/1996,M,M,M,M,M,M,M,M,M
3/5/1996,M,M,M,M,M,M,M,M,M
3/6/1996,M,M,M,M,M,M,M,M,M
3/7/1996,M,M,M,M,M,M,M,M,M
3/8/1996,M,M,M,M,M,M,M,M,M
3/9/1996,M,M,M,M,M,M,M,M,M
3/10/1996,M,M,M,M,M,M,M,M,M
3/11/1996,M,M,M,M,M,M,M,M,M
3/12/1996,M,M,M,M,M,M,M,M,M
3/13/1996,M,M,M,M,M,M,M,M,M
3/14/1996,M,M,M,M,M,M,M,M,M
3/15/1996,M,M,M,M,M,M,M,M,M
3/16/1996,M,M,M,M,M,M,M,M,M
3/17/1996,M,M,M,M,M,M,M,M,M
3/18/1996,M,M,M,M,M,M,M,M,M
3/19/1996,M,M,M,M,M,M,M,M,M
3/20/1996,M,M,M,M,M,M,M,M,M
3/21/1996,M,M,M,M,M,M,M,M,M
3/22/1996,M,M,M,M,M,M,M,M,M
3/23/1996,M,M,M,M,M,M,M,M,M
3/24/1996,M,M,M,M,M,M,M,M,M
3/25/1996,M,M,M,M,M,M,M,M,M
3/26/1996,M,M,M,M,M,M,M,M,M
3/27/1996,M,M,M,M,M,M,M,M,M
3/28/1996,M,M,M,M,M,M,M,M,M
3/29/1996,M,M,M,M,M,M,M,M,M
3/30/1996,M,M,M,M,M,M,M,M,M
3/31/1996,M,M,M,M,M,M,M,M,M
4/1/1996,M,M,M,0,0,M,M,M,M
4/2/1996,M,M,M,0,0,M,M,M,M
4/3/1996,45,M,M,0,0,6,M,M,M
4/4/1996,39,34.5,30,0.33,1.5,7,0,30,0
4/5/1996,49,41,33,0.26,0,6,0,24,0
4/6/1996,48,39.5,31,0.16,0,5,0,25,0
4/7/1996,42,36,30,0,0,4,0,29,0
4/8/1996,39,32,25,0,0,4,0,33,0
4/9/1996,42,M,M,0,0,3,M,M,M
4/10/1996,M,M,M,0,0,M,M,M,M
4/11/1996,M,M,M,0,0,M,M,M,M
4/12/1996,50,39,28,0,0,0,0,26,0
4/13/1996,M,M,M,0,0,0,M,M,M
4/14/1996,48,37.5,27,0,0,0,0,27,0
4/15/1996,51,43.5,36,0.14,0,0,0,21,0
4/16/1996,40,38.5,37,0.05,0,0,0,26,0
4/17/1996,50,40,30,0,0,0,0,25,0
4/18/1996,46,37.5,29,0.16,0,0,0,27,0
4/19/1996,50,40,30,0,0,0,0,25,0
4/20/1996,51,43,35,0,0,0,0,22,0
4/21/1996,53,45,37,0,0,0,0,20,0
4/22/1996,52,45,38,0,0,0,0,20,0
4/23/1996,52,43,34,0.27,0,0,0,22,0
4/24/1996,52,44,36,0.09,0,0,0,21,0
4/25/1996,51,43,35,0.16,0,0,0,22,0
4/26/1996,50,42.5,35,0.04,0,0,0,22,0
4/27/1996,50,42.5,35,0,0,0,0,22,0
4/28/1996,48,42,36,0.39,0,0,0,23,0
4/29/1996,M,M,M,0,0,0,M,M,M
4/30/1996,M,M,M,0,0,0,M,M,M
5/1/1996,52,40.5,29,0,0,0,0,24,0
5/2/1996,M,M,M,0,0,0,M,M,M
5/3/1996,M,M,M,0,0,0,M,M,M
5/4/1996,M,M,M,0,0,0,M,M,M
5/5/1996,59,48,37,0,0,0,0,17,0
5/6/1996,59,44.5,30,0,0,0,0,20,0
5/7/1996,68,47.5,27,0,0,0,0,17,0
5/8/1996,M,M,M,0,0,0,M,M,M
5/9/1996,59,45.5,32,0,0,0,0,19,0
5/10/1996,M,M,M,0,0,0,M,M,M
5/11/1996,M,M,M,0,0,0,M,M,M
5/12/1996,73,52,31,0,0,0,0,13,2
5/13/1996,72,56,40,0,0,0,0,9,6
5/14/1996,55,46,37,0,0,0,0,19,0
5/15/1996,51,44,37,0,0,0,0,21,0
5/16/1996,58,48.5,39,0.15,0,0,0,16,0
5/17/1996,M,M,M,S,0,0,M,M,M
5/18/1996,M,M,M,M,0,0,M,M,M
5/19/1996,65,49.5,34,0.23A,0,0,0,15,0
5/20/1996,55,46.5,38,0.02,0,0,0,18,0
5/21/1996,63,52,41,0,0,0,0,13,2
5/22/1996,53,45,37,0,0,0,0,20,0
5/23/1996,59,49,39,0.31,0,0,0,16,0
5/24/1996,48,43.5,39,1.19,0,0,0,21,0
5/25/1996,56,M,M,0.22,0,0,M,M,M
5/26/1996,48,M,M,0,0,0,M,M,M
5/27/1996,58,47.5,37,0,0,0,0,17,0
5/28/1996,60,48,36,0,0,0,0,17,0
5/29/1996,65,52,39,0,0,0,0,13,2
5/30/1996,65,51.5,38,0,0,0,0,13,2
5/31/1996,65,53,41,0,0,0,0,12,3
6/1/1996,M,M,M,M,M,M,M,M,M
6/2/1996,M,M,M,M,M,M,M,M,M
6/3/1996,M,M,M,M,M,M,M,M,M
6/4/1996,M,M,M,M,M,M,M,M,M
6/5/1996,M,M,M,M,M,M,M,M,M
6/6/1996,M,M,M,M,M,M,M,M,M
6/7/1996,M,M,M,M,M,M,M,M,M
6/8/1996,M,M,M,M,M,M,M,M,M
6/9/1996,M,M,M,M,M,M,M,M,M
6/10/1996,M,M,M,M,M,M,M,M,M
6/11/1996,M,M,M,M,M,M,M,M,M
6/12/1996,M,M,M,M,M,M,M,M,M
6/13/1996,M,M,M,M,M,M,M,M,M
6/14/1996,M,M,M,M,M,M,M,M,M
6/15/1996,M,M,M,M,M,M,M,M,M
6/16/1996,M,M,M,M,M,M,M,M,M
6/17/1996,M,M,M,M,M,M,M,M,M
6/18/1996,M,M,M,M,M,M,M,M,M
6/19/1996,M,M,M,M,M,M,M,M,M
6/20/1996,M,M,M,M,M,M,M,M,M
6/21/1996,M,M,M,M,M,M,M,M,M
6/22/1996,M,M,M,M,M,M,M,M,M
6/23/1996,M,M,M,M,M,M,M,M,M
6/24/1996,M,M,M,M,M,M,M,M,M
6/25/1996,M,M,M,M,M,M,M,M,M
6/26/1996,M,M,M,M,M,M,M,M,M
6/27/1996,M,M,M,M,M,M,M,M,M
6/28/1996,M,M,M,M,M,M,M,M,M
6/29/1996,M,M,M,M,M,M,M,M,M
6/30/1996,M,M,M,M,M,M,M,M,M
7/1/1996,50,47.5,45,1.95,0,M,0,17,0
7/2/1996,58,48,38,0.71,0,0,0,17,0
7/3/1996,70,55.5,41,0,0,0,0,9,6
7/4/1996,M,M,M,0,0,0,M,M,M
7/5/1996,M,M,M,0,0,0,M,M,M
7/6/1996,M,M,M,0,0,0,M,M,M
7/7/1996,63,53.5,44,0,0,0,0,11,4
7/8/1996,65,55.5,46,0,0,0,0,9,6
7/9/1996,60,51,42,0.06,0,0,0,14,1
7/10/1996,62,54.5,47,0.06,0,0,0,10,5
7/11/1996,M,M,M,S,0,0,M,M,M
7/12/1996,M,M,M,M,0,0,M,M,M
7/13/1996,62,54.5,47,0.29A,0,0,0,10,5
7/14/1996,62,55,48,0.01,0,0,0,10,5
7/15/1996,58,50.5,43,0,0,0,0,14,1
7/16/1996,65,53.5,42,0,0,0,0,11,4
7/17/1996,74,59.5,45,0,0,0,0,5,10
7/18/1996,77,60.5,44,0,0,0,0,4,11
7/19/1996,71,59.5,48,0,0,0,0,5,10
7/20/1996,M,M,M,S,0,0,M,M,M
7/21/1996,M,M,M,M,0,0,M,M,M
7/22/1996,65,56.5,48,0.18A,0,0,0,8,7
7/23/1996,61,54.5,48,0,0,0,0,10,5
7/24/1996,70,56,42,0,0,0,0,9,6
7/25/1996,72,57.5,43,0,0,0,0,7,8
7/26/1996,70,58,46,0,0,0,0,7,8
7/27/1996,73,60,47,0,0,0,0,5,10
7/28/1996,78,62,46,0,0,0,0,3,12
7/29/1996,M,M,M,S,0,0,M,M,M
7/30/1996,M,M,M,M,0,0,M,M,M
7/31/1996,66,57.5,49,0.14A,0,0,0,7,8
8/1/1996,63,56,49,0,0,0,0,9,6
8/2/1996,62,53.5,45,0,0,0,0,11,4
8/3/1996,57,52.5,48,0.25,0,0,0,12,3
8/4/1996,62,51.5,41,0,0,0,0,13,2
8/5/1996,71,56,41,0,0,0,0,9,6
8/6/1996,69,58,47,0,0,0,0,7,8
8/7/1996,63,55,47,0.49,0,0,0,10,5
8/8/1996,58,52,46,0.46,0,0,0,13,2
8/9/1996,60,52.5,45,0.33,0,0,0,12,3
8/10/1996,61,51,41,0.2,0,0,0,14,1
8/11/1996,65,53.5,42,0.32,0,0,0,11,4
8/12/1996,61,54.5,48,0.52,0,0,0,10,5
8/13/1996,59,53.5,48,0.32,0,0,0,11,4
8/14/1996,58,51,44,0.1,0,0,0,14,1
8/15/1996,M,M,M,0,0,0,M,M,M
8/16/1996,M,M,M,0,0,0,M,M,M
8/17/1996,68,M,M,0,0,0,M,M,M
8/18/1996,60,53.5,47,0.46,0,0,0,11,4
8/19/1996,66,55,44,0,0,0,0,10,5
8/20/1996,M,M,M,S,0,0,M,M,M
8/21/1996,58,52.5,47,0.57A,0,0,0,12,3
8/22/1996,55,51.5,48,0.61,0,0,0,13,2
8/23/1996,56,49.5,43,0.77,0,0,0,15,0
8/24/1996,58,54,50,0.19,0,0,0,11,4
8/25/1996,58,52.5,47,0.01,0,0,0,12,3
8/26/1996,56,52,48,0.18,0,0,0,13,2
8/27/1996,M,M,M,S,0,0,M,M,M
8/28/1996,M,M,M,M,0,0,M,M,M
8/29/1996,68,M,M,2.20A,0,0,M,M,M
8/30/1996,63,56,49,0.75,0,0,0,9,6
8/31/1996,60,55,50,0.12,0,0,0,10,5
9/1/1996,61,55,49,0.32,0,0,0,10,5
9/2/1996,M,M,M,S,0,0,M,M,M
