Date,Tmax_F,Tmean_F,Tmin_F,Precip_in,Snowfall_in,SnowDepth_in,CoolingDD_65F,HeatingDD_65F,GrowingDD_50F
5/25/1991,57,47,37,0.03,0,0,0,18,0
5/26/1991,59,49,39,0.07,0,0,0,16,0
5/27/1991,58,47.5,37,0.29,0,0,0,17,0
5/28/1991,56,46,36,0.38,0,0,0,19,0
5/29/1991,56,46.5,37,0.41,0,0,0,18,0
5/30/1991,57,46.5,36,0.36,0,0,0,18,0
5/31/1991,58,46.5,35,0.23,0,0,0,18,0
6/1/1991,57,48,39,0.02,0,0,0,17,0
6/2/1991,62,49,36,0,0,0,0,16,0
6/3/1991,60,48.5,37,0,0,0,0,16,0
6/4/1991,57,50,43,0.23,0,0,0,15,0
6/5/1991,49,43,37,0.46,0,0,0,22,0
6/6/1991,47,43,39,0.26,0,0,0,22,0
6/7/1991,59,49,39,0.31,0,0,0,16,0
6/8/1991,50,45,40,0.24,0,0,0,20,0
6/9/1991,54,46.5,39,0.29,0,0,0,18,0
6/10/1991,50,45.5,41,0.15,0,0,0,19,0
6/11/1991,53,47.5,42,0.02,0,0,0,17,0
6/12/1991,58,49,40,0,0,0,0,16,0
6/13/1991,59,48.5,38,0,0,0,0,16,0
6/14/1991,61,52,43,0,0,0,0,13,2
6/15/1991,60,51,42,0,0,0,0,14,1
6/16/1991,63,M,M,0,0,0,M,M,M
6/17/1991,69,58.5,48,0,0,0,0,6,9
6/18/1991,73,61.5,50,0,0,0,0,3,12
6/19/1991,74,61.5,49,0,0,0,0,3,12
6/20/1991,79,65.5,52,0,0,0,1,0,16
6/21/1991,82,64.5,47,0,0,0,0,0,15
6/22/1991,69,59,49,0,0,0,0,6,9
6/23/1991,61,53.5,46,0,0,0,0,11,4
6/24/1991,62,51,40,0,0,0,0,14,1
6/25/1991,66,55.5,45,0,0,0,0,9,6
6/26/1991,68,56.5,45,0,0,0,0,8,7
6/27/1991,67,55.5,44,0,0,0,0,9,6
6/28/1991,66,56,46,0,0,0,0,9,6
6/29/1991,64,55,46,0.38,0,0,0,10,5
6/30/1991,72,59,46,0.3,0,0,0,6,9
7/1/1991,64,56,48,0.17,0,0,0,9,6
7/2/1991,55,50.5,46,0.27,0,0,0,14,1
7/3/1991,59,53.5,48,0,0,0,0,11,4
7/4/1991,64,56.5,49,0,0,0,0,8,7
7/5/1991,60,53.5,47,0.02,0,0,0,11,4
7/6/1991,59,52.5,46,0.03,0,0,0,12,3
7/7/1991,56,51,46,0.04,0,0,0,14,1
7/8/1991,56,52,48,0.08,0,0,0,13,2
7/9/1991,60,54,48,0.04,0,0,0,11,4
7/10/1991,57,52,47,0.14,0,0,0,13,2
7/11/1991,58,53,48,0.76,0,0,0,12,3
7/12/1991,60,53.5,47,0.26,0,0,0,11,4
7/13/1991,61,53.5,46,0.03,0,0,0,11,4
7/14/1991,66,56,46,0,0,0,0,9,6
7/15/1991,65,55,45,0,0,0,0,10,5
7/16/1991,66,56,46,0.14,0,0,0,9,6
7/17/1991,67,57,47,0.16,0,0,0,8,7
7/18/1991,66,57.5,49,0,0,0,0,7,8
7/19/1991,67,58.5,50,0.14,0,0,0,6,9
7/20/1991,68,58.5,49,0,0,0,0,6,9
7/21/1991,67,57,47,0,0,0,0,8,7
7/22/1991,64,56.5,49,0.22,0,0,0,8,7
7/23/1991,68,58,48,T,0,0,0,7,8
7/24/1991,65,57,49,0.12,0,0,0,8,7
7/25/1991,64,56,48,0,0,0,0,9,6
7/26/1991,63,55.5,48,0.21,0,0,0,9,6
7/27/1991,61,54.5,48,0.06,0,0,0,10,5
7/28/1991,56,51,46,0.61,0,0,0,14,1
7/29/1991,59,52.5,46,0.06,0,0,0,12,3
7/30/1991,60,53.5,47,0.1,0,0,0,11,4
7/31/1991,62,54.5,47,0.22,0,0,0,10,5
8/1/1991,56,52,48,0.43,0,0,0,13,2
8/2/1991,58,52,46,0.76,0,0,0,13,2
8/3/1991,61,53.5,46,0.23,0,0,0,11,4
8/4/1991,58,51.5,45,0.4,0,0,0,13,2
8/5/1991,57,49,41,0.02,0,0,0,16,0
8/6/1991,66,52.5,39,0,0,0,0,12,3
8/7/1991,61,M,M,T,0,0,M,M,M
8/8/1991,59,53,47,0,0,0,0,12,3
8/9/1991,58,51.5,45,0,0,0,0,13,2
8/10/1991,59,52.5,46,0.45,0,0,0,12,3
8/11/1991,60,52.5,45,0.3,0,0,0,12,3
8/12/1991,59,53.5,48,0.08,0,0,0,11,4
8/13/1991,70,57.5,45,0,0,0,0,7,8
8/14/1991,73,60.5,48,0,0,0,0,4,11
8/15/1991,69,58.5,48,0.06,0,0,0,6,9
8/16/1991,59,52.5,46,0.12,0,0,0,12,3
8/17/1991,58,52.5,47,0.22,0,0,0,12,3
8/18/1991,59,54,49,0.68,0,0,0,11,4
8/19/1991,58,52.5,47,0.14,0,0,0,12,3
8/20/1991,56,51,46,0.11,0,0,0,14,1
8/21/1991,55,50,45,0.15,0,0,0,15,0
8/22/1991,56,51,46,0.75,0,0,0,14,1
8/23/1991,61,53,45,0,0,0,0,12,3
8/24/1991,59,53,47,0.26,0,0,0,12,3
8/25/1991,57,52.5,48,0.76,0,0,0,12,3
8/26/1991,57,51,45,0.23,0,0,0,14,1
8/27/1991,60,52.5,45,0.03,0,0,0,12,3
8/28/1991,60,52,44,0,0,0,0,13,2
8/29/1991,63,54,45,0,0,0,0,11,4
8/30/1991,60,M,M,0.68,0,0,M,M,M
8/31/1991,52,47,42,0.38,0,0,0,18,0
9/1/1991,60,51,42,0,0,0,0,14,1
9/2/1991,59,51.5,44,0.52,0,0,0,13,2
9/3/1991,55,50,45,0.92,0,0,0,15,0
9/4/1991,54,50.5,47,1.34,0,0,0,14,1
9/5/1991,58,53,48,0.33,0,0,0,12,3
9/6/1991,56,51.5,47,0.08,0,0,0,13,2
9/7/1991,58,52,46,0.11,0,0,0,13,2
9/8/1991,56,51,46,0.34,0,0,0,14,1
9/9/1991,57,52.5,48,0.13,0,0,0,12,3
9/10/1991,55,51,47,0.92,0,0,0,14,1
9/11/1991,58,52,46,T,0,0,0,13,2
9/12/1991,58,51,44,0,0,0,0,14,1
9/13/1991,56,49.5,43,0.05,0,0,0,15,0
9/14/1991,55,48.5,42,0.76,0,0,0,16,0
9/15/1991,54,48.5,43,0.04,0,0,0,16,0
9/16/1991,54,50,46,0.95,0,0,0,15,0
9/17/1991,57,49,41,0.15,0,0,0,16,0
9/18/1991,54,47.5,41,0.96,0,0,0,17,0
9/19/1991,52,48,44,0.01,0,0,0,17,0
9/20/1991,52,47,42,0.04,0,0,0,18,0
9/21/1991,49,45,41,0.4,0,0,0,20,0
9/22/1991,52,43.5,35,0.96,0,0,0,21,0
9/23/1991,54,48,42,0.22,0,0,0,17,0
9/24/1991,51,45.5,40,0.68,0,0,0,19,0
9/25/1991,49,43.5,38,0.34,0,0,0,21,0
9/26/1991,55,44.5,34,0.03,0,0,0,20,0
9/27/1991,53,45,37,0.12,0,0,0,20,0
9/28/1991,49,44.5,40,0.09,0,0,0,20,0
9/29/1991,51,45,39,0.17,0,0,0,20,0
9/30/1991,47,40.5,34,1.11,0,0,0,24,0
10/1/1991,49,42.5,36,0.03,0,0,0,22,0
10/2/1991,50,45,40,0.25,0,0,0,20,0
10/3/1991,48,43.5,39,T,0,0,0,21,0
10/4/1991,50,44.5,39,0.57,0,0,0,20,0
10/5/1991,50,45,40,1.93,0,0,0,20,0
10/6/1991,49,43.5,38,0.33,0,0,0,21,0
10/7/1991,50,44,38,1.46,0,0,0,21,0
10/8/1991,47,41.5,36,0.08,0,0,0,23,0
10/9/1991,46,41.5,37,1.37,0,0,0,23,0
10/10/1991,51,45,39,1.3,0,0,0,20,0
10/11/1991,52,47.5,43,0.23,0,0,0,17,0
10/12/1991,51,45.5,40,0.97,0,0,0,19,0
10/13/1991,52,45,38,0.57,0,0,0,20,0
10/14/1991,49,42.5,36,0.16,0,0,0,22,0
10/15/1991,47,40,33,0.54,0,0,0,25,0
10/16/1991,42,35.5,29,0.03,0,0,0,29,0
10/17/1991,36,30.5,25,0.01,0,0,0,34,0
10/18/1991,39,33.5,28,0.29,0,0,0,31,0
10/19/1991,45,39.5,34,1.31,0,0,0,25,0
10/20/1991,43,39.5,36,0.27,0,0,0,25,0
10/21/1991,49,41,33,0.22,0,0,0,24,0
10/22/1991,39,32,25,0,0,0,0,33,0
10/23/1991,38,29.5,21,0,0,0,0,35,0
10/24/1991,35,26,17,0,0,0,0,39,0
10/25/1991,38,29.5,21,0,0,0,0,35,0
10/26/1991,37,M,M,0,0,0,M,M,M
10/27/1991,38,31,24,0,0,0,0,34,0
10/28/1991,33,26.5,20,0,0,0,0,38,0
10/29/1991,33,23.5,14,T,T,0,0,41,0
10/30/1991,35,28.5,22,0.91,9,9,0,36,0
10/31/1991,33,29,25,0,0,9,0,36,0
11/1/1991,32,26.5,21,0,0,8,0,38,0
11/2/1991,29,22.5,16,S,4,10,0,42,0
11/3/1991,34,29.5,25,0.91A,0,8,0,35,0
11/4/1991,37,29,21,1.01,0,6,0,36,0
11/5/1991,M,M,M,S,M,M,M,M,M
11/6/1991,M,M,M,M,M,M,M,M,M
11/7/1991,M,M,M,M,M,M,M,M,M
11/8/1991,M,M,M,M,M,M,M,M,M
11/9/1991,M,M,M,M,M,M,M,M,M
11/10/1991,M,M,M,M,M,0,M,M,M
11/11/1991,M,M,M,M,M,0,M,M,M
11/12/1991,42,36.5,31,3.20A,0,0,0,28,0
11/13/1991,37,32.5,28,0.2,0,0,0,32,0
11/14/1991,40,35.5,31,0.24,0,0,0,29,0
11/15/1991,40,36,32,1.3,0,0,0,29,0
11/16/1991,41,36,31,0.35,0,0,0,29,0
11/17/1991,42,36,30,0,0,0,0,29,0
11/18/1991,M,M,M,S,M,M,M,M,M
11/19/1991,M,M,M,M,M,M,M,M,M
11/20/1991,M,M,M,M,M,M,M,M,M
11/21/1991,M,M,M,M,M,M,M,M,M
11/22/1991,38,28.5,19,1.19A,0,0,0,36,0
11/23/1991,M,M,M,S,M,M,M,M,M
11/24/1991,39,35,31,0.80A,0,M,0,30,0
11/25/1991,40,37,34,0.1,0,M,0,28,0
11/26/1991,39,36,33,0.22,0,M,0,29,0
11/27/1991,39,35.5,32,0.86,0,M,0,29,0
11/28/1991,38,33.5,29,0,0,M,0,31,0
11/29/1991,43,38,33,0.16,0,M,0,27,0
11/30/1991,42,37,32,M,3,3,0,28,0
12/1/1991,38,35,32,0.78,T,M,0,30,0
12/2/1991,37,32.5,28,0.33,1.5,2,0,32,0
12/3/1991,34,29.5,25,0.31,1.5,3,0,35,0
12/4/1991,30,27.5,25,1.12,15,18,0,37,0
12/5/1991,33,26,19,0.85,4,21,0,39,0
12/6/1991,34,32,30,0.81,2,19,0,33,0
12/7/1991,35,32.5,30,S,0,17,0,32,0
12/8/1991,36,34,32,M,0,14,0,31,0
12/9/1991,38,36.5,35,0.63A,0,12,0,28,0
12/10/1991,38,34.5,31,0.82,2,12,0,30,0
12/11/1991,34,31.5,29,0.06,T,12,0,33,0
12/12/1991,33,26.5,20,T,T,12,0,38,0
12/13/1991,30,24,18,0.19,3,15,0,41,0
12/14/1991,36,31,26,S,3,17,0,34,0
12/15/1991,40,35,30,M,0,16,0,30,0
12/16/1991,38,35,32,1.23A,0,15,0,30,0
12/17/1991,34,31.5,29,0.25,2,19,0,33,0
12/18/1991,33,31.5,30,0.31,4,19,0,33,0
12/19/1991,35,33,31,0.32,2,M,0,32,0
12/20/1991,34,31,28,0.17,2,24,0,34,0
12/21/1991,34,32.5,31,0.52,3,26,0,32,0
12/22/1991,36,34,32,0.47,1,25,0,31,0
12/23/1991,38,35.5,33,0.29,0,25,0,29,0
12/24/1991,36,34,32,0.55,0,25,0,31,0
12/25/1991,35,33,31,0.19,0,23,0,32,0
12/26/1991,34,31.5,29,0,0,22,0,33,0
12/27/1991,33,30.5,28,0,0,22,0,34,0
12/28/1991,30,28,26,0.05,1,21,0,37,0
12/29/1991,33,31,29,0,0,20,0,34,0
12/30/1991,34,32,30,0,0,20,0,33,0
12/31/1991,37,34,31,0,0,19,0,31,0
1/1/1992,36,34.5,33,0.09,0,19,0,30,0
1/2/1992,38,35.5,33,0.24,0,18,0,29,0
1/3/1992,40,36,32,0.11,0,18,0,29,0
1/4/1992,36,33.5,31,0.02,0,17,0,31,0
1/5/1992,35,32.5,30,0.03,0,17,0,32,0
1/6/1992,36,33.5,31,0.02,0,16,0,31,0
1/7/1992,36,32.5,29,0.13,2,18,0,32,0
1/8/1992,38,35.5,33,0.04,0,17,0,29,0
1/9/1992,40,37,34,0.61,0,16,0,28,0
1/10/1992,38,34.5,31,0.19,0,16,0,30,0
1/11/1992,37,34.5,32,0.23,1,15,0,30,0
1/12/1992,38,35.5,33,0.35,2,15,0,29,0
1/13/1992,37,34.5,32,0.09,0,15,0,30,0
1/14/1992,41,37,33,0.04,0,15,0,28,0
1/15/1992,40,35.5,31,0.05,0,15,0,29,0
1/16/1992,38,35,32,0,0,15,0,30,0
1/17/1992,41,37.5,34,0.13,0,15,0,27,0
1/18/1992,39,35.5,32,1.4,1.5,15,0,29,0
1/19/1992,41,37.5,34,2.01,5,19,0,27,0
1/20/1992,40,36.5,33,0.17,0,16,0,28,0
1/21/1992,42,38,34,0.15,0,15,0,27,0
1/22/1992,37,33.5,30,0.16,2,15,0,31,0
1/23/1992,34,28.5,23,0,0,15,0,36,0
1/24/1992,31,27.5,24,0.03,1,15,0,37,0
1/25/1992,35,30,25,0.11,0,15,0,35,0
1/26/1992,34,30,26,0.68,6,21,0,35,0
1/27/1992,32,M,M,M,1,22,M,M,M
1/28/1992,38,34.5,31,0.12,0,21,0,30,0
1/29/1992,40,36.5,33,0.31,0,19,0,28,0
1/30/1992,39,M,M,0.34,0,18,M,M,M
1/31/1992,37,35,33,0.11,0,18,0,30,0
2/1/1992,38,33.5,29,0.09,0,18,0,31,0
2/2/1992,37,34.5,32,0.1,0,18,0,30,0
2/3/1992,39,35.5,32,0.08,1,18,0,29,0
2/4/1992,38,34.5,31,0.27,0,18,0,30,0
2/5/1992,37,34.5,32,0.21,0,17,0,30,0
2/6/1992,38,34.5,31,0.17,0,17,0,30,0
2/7/1992,37,34.5,32,0.14,0,17,0,30,0
2/8/1992,38,34.5,31,0.09,0,17,0,30,0
2/9/1992,37,35,33,0.11,0,17,0,30,0
2/10/1992,37,34.5,32,0.08,0,17,0,30,0
2/11/1992,36,34,32,0,0,17,0,31,0
2/12/1992,36,33,30,0,0,17,0,32,0
2/13/1992,37,34.5,32,0,0,17,0,30,0
2/14/1992,34,30,26,0.1,2,18,0,35,0
2/15/1992,31,27.5,24,0,0,19,0,37,0
2/16/1992,29,25.5,22,0.17,3,23,0,39,0
2/17/1992,28,23.5,19,0,0,23,0,41,0
2/18/1992,27,22.5,18,0,0,23,0,42,0
2/19/1992,24,18,12,0,0,23,0,47,0
2/20/1992,20,15.5,11,0,0,22,0,49,0
2/21/1992,26,19.5,13,0.07,0.5,M,0,45,0
2/22/1992,33,27,21,0.38,M,M,0,38,0
2/23/1992,38,M,M,0.35,0,24,M,M,M
2/24/1992,39,35.5,32,0.17,0,22,0,29,0
2/25/1992,43,37.5,32,0.86,0,19,0,27,0
2/26/1992,48,43.5,39,1.54,0,18,0,21,0
2/27/1992,49,43,37,0.04,0,17,0,22,0
2/28/1992,46,42,38,0.78,0,15,0,23,0
2/29/1992,44,38.5,33,0,0,15,0,26,0
3/1/1992,M,M,25,0.57,5,19,M,M,M
3/2/1992,31,28.5,26,0.11,2,19,0,36,0
3/3/1992,32,28.5,25,0.07,1,20,0,36,0
3/4/1992,34,25,16,0.41,6,24,0,40,0
3/5/1992,33,24,15,0,0,22,0,41,0
3/6/1992,33,24.5,16,0,0,21,0,40,0
3/7/1992,39,M,M,0.39,0,20,M,M,M
3/8/1992,39,34,29,1.07,0,18,0,31,0
3/9/1992,41,36,31,0.42,0,18,0,29,0
3/10/1992,43,38,33,0.37,0,17,0,27,0
3/11/1992,39,37.5,36,0.49,0,16,0,27,0
3/12/1992,40,37.5,35,0.03,0,16,0,27,0
3/13/1992,39,36.5,34,0,0,15,0,28,0
3/14/1992,42,39,36,0,0,15,0,26,0
3/15/1992,43,38.5,34,0,0,15,0,26,0
3/16/1992,43,38.5,34,0,0,15,0,26,0
3/17/1992,42,37.5,33,0.04,1,15,0,27,0
3/18/1992,47,39.5,32,0.21,0,15,0,25,0
3/19/1992,44,40,36,0,0,14,0,25,0
3/20/1992,45,39.5,34,0.06,0,13,0,25,0
3/21/1992,44,39,34,0.31,0,13,0,26,0
3/22/1992,43,36.5,30,0.03,0.1,12,0,28,0
3/23/1992,43,35.5,28,0,0,12,0,29,0
3/24/1992,44,35.5,27,0,0,12,0,29,0
3/25/1992,41,35,29,0.32,0,12,0,30,0
3/26/1992,44,37.5,31,0.3,2,13,0,27,0
3/27/1992,41,35.5,30,0.11,2,13,0,29,0
3/28/1992,42,35.5,29,0,0,12,0,29,0
3/29/1992,40,33.5,27,0,0,12,0,31,0
3/30/1992,38,34.5,31,0.17,2.5,13,0,30,0
3/31/1992,40,35,30,0.16,1,13,0,30,0
4/1/1992,47,39.5,32,0.29,0,0,0,25,0
4/2/1992,48,39.5,31,0.17,0,0,0,25,0
4/3/1992,47,40,33,0.22,0,0,0,25,0
4/4/1992,43,33,23,0.03,0,0,0,32,0
4/5/1992,41,33,25,0,0,0,0,32,0
4/6/1992,40,29.5,19,0,0,0,0,35,0
4/7/1992,45,33.5,22,0,0,0,0,31,0
4/8/1992,46,33.5,21,0,0,0,0,31,0
4/9/1992,46,M,M,0,0,0,M,M,M
4/10/1992,42,M,M,0.02,0,0,M,M,M
4/11/1992,44,39.5,35,0.01,0,0,0,25,0
4/12/1992,44,40,36,T,0,0,0,25,0
4/13/1992,47,41,35,0,0,0,0,24,0
4/14/1992,46,40,34,0.15,0,0,0,25,0
4/15/1992,48,42.5,37,0.1,0,0,0,22,0
4/16/1992,53,41.5,30,0.14,0,0,0,23,0
4/17/1992,50,40.5,31,T,0,0,0,24,0
4/18/1992,50,43,36,0.08,0,0,0,22,0
4/19/1992,49,43.5,38,0.2,0,0,0,21,0
4/20/1992,48,40.5,33,0.02,0,0,0,24,0
4/21/1992,49,42,35,0,0,0,0,23,0
4/22/1992,50,43.5,37,T,0,0,0,21,0
4/23/1992,53,43.5,34,T,0,0,0,21,0
4/24/1992,55,43.5,32,T,0,0,0,21,0
4/25/1992,54,44,34,0.21,0,0,0,21,0
4/26/1992,50,43,36,0.12,0,0,0,22,0
4/27/1992,49,43.5,38,0.03,0,0,0,21,0
4/28/1992,48,42,36,0.07,0,0,0,23,0
4/29/1992,50,42,34,0.03,0,0,0,23,0
4/30/1992,47,40.5,34,0.25,0,0,0,24,0
5/1/1992,47,40,33,0.25,0,0,0,25,0
5/2/1992,48,M,M,0.21,0,0,M,M,M
5/3/1992,50,45,40,0.5,0,0,0,20,0
5/4/1992,47,43,39,1.25,0,0,0,22,0
5/5/1992,46,41,36,0.06,0,0,0,24,0
5/6/1992,47,42.5,38,0.07,0,0,0,22,0
5/7/1992,45,40.5,36,S,0,0,0,24,0
5/8/1992,47,42,37,M,0,0,0,23,0
5/9/1992,46,41,36,M,0,0,0,24,0
5/10/1992,52,39.5,27,1.05A,0,0,0,25,0
5/11/1992,56,46.5,37,0,0,0,0,18,0
5/12/1992,59,50,41,0,0,0,0,15,0
5/13/1992,51,43.5,36,0.05,0,0,0,21,0
5/14/1992,51,45.5,40,0.01,0,0,0,19,0
5/15/1992,57,47.5,38,0,0,0,0,17,0
5/16/1992,48,42.5,37,0.03,0,0,0,22,0
5/17/1992,49,35,21,0.09,0,0,0,30,0
5/18/1992,49,39.5,30,0,0,0,0,25,0
5/19/1992,54,42,30,0,0,0,0,23,0
5/20/1992,56,45,34,0,0,0,0,20,0
5/21/1992,60,47.5,35,0,0,0,0,17,0
5/22/1992,60,48.5,37,0,0,0,0,16,0
5/23/1992,61,49.5,38,0,0,0,0,15,0
5/24/1992,57,50,43,0,0,0,0,15,0
5/25/1992,52,48.5,45,0.49,0,0,0,16,0
5/26/1992,51,47,43,1.07,0,0,0,18,0
5/27/1992,53,48,43,0.05,0,0,0,17,0
5/28/1992,55,48,41,0.01,0,0,0,17,0
5/29/1992,57,50,43,0.19,0,0,0,15,0
5/30/1992,56,48.5,41,0.27,0,0,0,16,0
5/31/1992,58,50.5,43,0.5,0,0,0,14,1
6/1/1992,57,50,43,0.15,0,0,0,15,0
6/2/1992,56,48.5,41,0.24,0,0,0,16,0
6/3/1992,52,45.5,39,T,0,0,0,19,0
6/4/1992,59,48.5,38,0,0,0,0,16,0
6/5/1992,53,46.5,40,0.03,0,0,0,18,0
6/6/1992,58,47,36,0,0,0,0,18,0
6/7/1992,63,49,35,0,0,0,0,16,0
6/8/1992,59,50.5,42,0.25,0,0,0,14,1
6/9/1992,63,53.5,44,0.02,0,0,0,11,4
6/10/1992,71,60,49,0,0,0,0,5,10
6/11/1992,74,57.5,41,0,0,0,0,7,8
6/12/1992,73,58,43,0,0,0,0,7,8
6/13/1992,69,57.5,46,0,0,0,0,7,8
6/14/1992,63,56.5,50,0.37,0,0,0,8,7
6/15/1992,56,51,46,0.05,0,0,0,14,1
6/16/1992,59,51.5,44,0.16,0,0,0,13,2
6/17/1992,59,49,39,0.03,0,0,0,16,0
6/18/1992,54,49,44,0.4,0,0,0,16,0
6/19/1992,52,46,40,0.54,0,0,0,19,0
6/20/1992,63,53,43,0,0,0,0,12,3
6/21/1992,58,M,M,1.25,0,0,M,M,M
6/22/1992,54,45.5,37,0.01,0,0,0,19,0
6/23/1992,60,50,40,0,0,0,0,15,0
6/24/1992,58,49.5,41,0,0,0,0,15,0
6/25/1992,61,50,39,0,0,0,0,15,0
6/26/1992,62,51,40,0,0,0,0,14,1
6/27/1992,67,53.5,40,0,0,0,0,11,4
6/28/1992,72,59.5,47,0,0,0,0,5,10
6/29/1992,72,59,46,0,0,0,0,6,9
6/30/1992,75,61,47,0,0,0,0,4,11
7/1/1992,70,57.5,45,0,0,0,0,7,8
7/2/1992,66,55,44,0,0,0,0,10,5
7/3/1992,66,53,40,0,0,0,0,12,3
7/4/1992,64,53,42,0,0,0,0,12,3
7/5/1992,67,52,37,0,0,0,0,13,2
7/6/1992,61,52,43,0,0,0,0,13,2
7/7/1992,63,53.5,44,0,0,0,0,11,4
7/8/1992,60,51.5,43,0,0,0,0,13,2
7/9/1992,62,54.5,47,0.33,0,0,0,10,5
7/10/1992,57,53,49,0.1,0,0,0,12,3
7/11/1992,68,56.5,45,0.02,0,0,0,8,7
7/12/1992,59,53,47,0.8,0,0,0,12,3
7/13/1992,58,51.5,45,0.06,0,0,0,13,2
7/14/1992,55,49.5,44,0.62,0,0,0,15,0
7/15/1992,59,51,43,0.11,0,0,0,14,1
7/16/1992,58,51.5,45,0.09,0,0,0,13,2
7/17/1992,62,53.5,45,0.01,0,0,0,11,4
7/18/1992,66,56,46,0,0,0,0,9,6
7/19/1992,66,57.5,49,0.04,0,0,0,7,8
7/20/1992,58,53,48,0.28,0,0,0,12,3
7/21/1992,62,55,48,0.09,0,0,0,10,5
7/22/1992,65,57,49,0.01,0,0,0,8,7
7/23/1992,60,51.5,43,0,0,0,0,13,2
7/24/1992,64,54,44,0.09,0,0,0,11,4
7/25/1992,56,51.5,47,0.18,0,0,0,13,2
7/26/1992,59,52.5,46,0,0,0,0,12,3
7/27/1992,64,54.5,45,0.67,0,0,0,10,5
7/28/1992,55,52,49,0.34,0,0,0,13,2
7/29/1992,59,54,49,0.02,0,0,0,11,4
7/30/1992,59,53,47,0.02,0,0,0,12,3
7/31/1992,65,53.5,42,0,0,0,0,11,4
8/1/1992,66,54,42,0.22,0,0,0,11,4
8/2/1992,55,51.5,48,0.38,0,0,0,13,2
8/3/1992,58,53,48,0.16,0,0,0,12,3
8/4/1992,62,55.5,49,0.03,0,0,0,9,6
8/5/1992,60,53.5,47,S,0,0,0,11,4
8/6/1992,58,52.5,47,0.32A,0,0,0,12,3
8/7/1992,63,52.5,42,0,0,0,0,12,3
8/8/1992,64,52,40,0.16,0,0,0,13,2
8/9/1992,63,52.5,42,0.01,0,0,0,12,3
8/10/1992,68,56,44,0,0,0,0,9,6
8/11/1992,69,58,47,0,0,0,0,7,8
8/12/1992,65,57,49,0.32,0,0,0,8,7
8/13/1992,60,53.5,47,S,0,0,0,11,4
8/14/1992,62,53.5,45,M,0,0,0,11,4
8/15/1992,60,51.5,43,M,0,0,0,13,2
8/16/1992,59,53.5,48,2.87A,0,0,0,11,4
8/17/1992,56,52,48,2.1,0,0,0,13,2
8/18/1992,57,49.5,42,0.12,0,0,0,15,0
8/19/1992,60,49.5,39,0,0,0,0,15,0
8/20/1992,59,49,39,0,0,0,0,16,0
8/21/1992,62,50,38,0,0,0,0,15,0
8/22/1992,63,51,39,0,0,0,0,14,1
8/23/1992,59,50.5,42,0.1,0,0,0,14,1
8/24/1992,57,51.5,46,0.35,0,0,0,13,2
8/25/1992,56,51.5,47,0.42,0,0,0,13,2
8/26/1992,58,51.5,45,0.08,0,0,0,13,2
8/27/1992,60,53,46,0.08,0,0,0,12,3
8/28/1992,55,49,43,0.01,0,0,0,16,0
8/29/1992,58,50.5,43,0,0,0,0,14,1
8/30/1992,62,50,38,0,0,0,0,15,0
8/31/1992,61,50.5,40,0.03,0,0,0,14,1
9/1/1992,59,52.5,46,0.17,0,0,0,12,3
9/2/1992,55,49,43,0.02,0,0,0,16,0
9/3/1992,58,49.5,41,0.4,0,0,0,15,0
9/4/1992,55,49,43,S,0,0,0,16,0
9/5/1992,52,46,40,M,0,0,0,19,0
9/6/1992,50,45.5,41,M,0,0,0,19,0
9/7/1992,51,43.5,36,1.74A,0,0,0,21,0
9/8/1992,47,43.5,40,0.05,0,0,0,21,0
9/9/1992,52,46,40,0.44,0,0,0,19,0
9/10/1992,52,47.5,43,1,0,0,0,17,0
9/11/1992,55,47.5,40,0.12,0,0,0,17,0
9/12/1992,51,43,35,0.35,0,0,0,22,0
9/13/1992,49,38.5,28,0,0,0,0,26,0
9/14/1992,49,39.5,30,0,0,0,0,25,0
9/15/1992,50,39.5,29,0.05,0,0,0,25,0
9/16/1992,47,38.5,30,1.68,0,0,0,26,0
9/17/1992,48,41,34,0,0,0,0,24,0
9/18/1992,49,41.5,34,1.3,0,0,0,23,0
9/19/1992,52,44.5,37,S,0,0,0,20,0
9/20/1992,48,44,40,M,0,0,0,21,0
9/21/1992,47,43,39,0.74A,0,0,0,22,0
9/22/1992,50,43,36,0.03,0,0,0,22,0
9/23/1992,50,43,36,0.05,0,0,0,22,0
9/24/1992,50,42,34,0,0,0,0,23,0
9/25/1992,50,40.5,31,0.24,0,0,0,24,0
9/26/1992,48,42,36,0,0,0,0,23,0
9/27/1992,51,44.5,38,0.03,0,0,0,20,0
9/28/1992,45,41,37,0.82,0,0,0,24,0
9/29/1992,45,41.5,38,0.46,0,0,0,23,0
9/30/1992,50,45.5,41,0.81,0,0,0,19,0
10/1/1992,48,44,40,0.43,0,0,0,21,0
10/2/1992,47,44.5,42,0.52,0,0,0,20,0
10/3/1992,M,M,M,S,0,0,M,M,M
10/4/1992,M,M,M,M,0,0,M,M,M
10/5/1992,48,43,38,1.35A,0,0,0,22,0
10/6/1992,46,42.5,39,0.71,0,0,0,22,0
10/7/1992,M,M,37,0.42,0,0,M,M,M
10/8/1992,43,40,37,0.15,0,0,0,25,0
10/9/1992,45,39,33,0.43,0,0,0,26,0
10/10/1992,46,39,32,0.75,0,0,0,26,0
10/11/1992,43,37.5,32,0.35,0,0,0,27,0
10/12/1992,42,36.5,31,0.75,0,0,0,28,0
10/13/1992,43,37,31,0.26,0,0,0,28,0
